x,y,t
-4422,-5966,1734032479.6410892
-4432,-5980,1734032480.6370912
-4442,-5994,1734032481.1570866
-4452,-6008,1734032499.644115
-4462,-6022,1734032499.772119
-4472,-6036,1734032499.9021163
-4482,-6050,1734032501.7356336
-4492,-6064,1734032501.8656344
-4502,-6078,1734032505.126637
-4512,-6092,1734032507.1356344
-4522,-6106,1734032507.9236338
-4532,-6120,1734032511.856638
-4542,-6134,1734032511.9026372
-4552,-6148,1734032511.9456358
-4566,-6158,1734032515.3396358
-4580,-6168,1734032515.3866348
-4594,-6178,1734032515.428634
-4608,-6188,1734032515.4726355
-4622,-6178,1734032517.364634
-4636,-6168,1734032517.4966352
-4650,-6158,1734032517.5886335
-4664,-6147,1734032519.1741557
-4676,-6133,1734032519.263156
-4687,-6119,1734032519.396157
-4697,-6105,1734032519.44016
-4707,-6090,1734032519.5721564
-4717,-6075,1734032519.6601574
-4727,-6061,1734032519.7051573
-4737,-6047,1734032519.7471752
-4747,-6030,1734032519.7911751
-4757,-6015,1734032519.8371706
-4767,-6000,1734032520.1861706
-4777,-5984,1734032520.271171
-4787,-5970,1734032520.4441712
-4797,-5956,1734032520.5321736
-4807,-5939,1734032520.6591709
-4817,-5925,1734032520.7031715
-4827,-5909,1734032520.7451713
-4837,-5894,1734032521.1371713
-4847,-5880,1734032521.1791706
-4857,-5866,1734032521.2631721
-4867,-5852,1734032521.3071713
-4867,-5838,1734032521.3921714
-4867,-5824,1734032521.436171
-4867,-5810,1734032521.4781728
-4867,-5796,1734032521.871171
-4867,-5780,1734032522.1281714
-4877,-5766,1734032522.1721716
-4877,-5751,1734032522.2161708
-4877,-5736,1734032522.5628052
-4877,-5722,1734032522.6063902
-4877,-5708,1734032522.9963903
-4877,-5693,1734032523.12939
-4877,-5676,1734032523.3463905
-4877,-5659,1734032523.38939
-4877,-5641,1734032523.4363902
-4877,-5627,1734032523.4793901
-4877,-5611,1734032523.9113905
-4877,-5597,1734032523.9533901
-4867,-5583,1734032524.3394055
-4867,-5569,1734032524.3844051
-4867,-5555,1734032524.472405
-4877,-5541,1734032524.5624058
-4877,-5527,1734032524.607041
-4877,-5513,1734032525.1289873
-4877,-5497,1734032525.2189999
-4877,-5483,1734032525.3919992
-4877,-5469,1734032525.4359987
-4867,-5453,1734032525.5219986
-4867,-5439,1734032525.5689988
-4867,-5425,1734032526.2219996
-4857,-5411,1734032526.3059983
-4857,-5397,1734032526.3519986
-4857,-5383,1734032526.394998
-4857,-5368,1734032526.6539984
-4857,-5354,1734032526.6959984
-4857,-5340,1734032527.6539993
-4857,-5325,1734032527.737998
-4857,-5311,1734032527.871999
-4847,-5297,1734032528.091998
-4847,-5283,1734032528.223013
-4847,-5269,1734032530.3650143
-4847,-5255,1734032530.7570157
-4857,-5241,1734032532.1530151
-4867,-5227,1734032532.463013
-4877,-5213,1734032532.7300127
-4877,-5199,1734032533.255538
-4887,-5185,1734032533.2985384
-4897,-5171,1734032533.3885386
-4897,-5156,1734032533.907535
-4907,-5170,1734032556.1881185
-4917,-5184,1734032556.6231203
-4927,-5198,1734032557.709119
-4937,-5212,1734032558.0571184
-4947,-5226,1734032558.4561179
-4957,-5240,1734032558.5411203
